village,state,district,date,report_time,patient_age_group,patient_gender,diarrhea_cases,fever_cases,vomiting_cases,stomach_pain_cases,dehydration_cases,nausea_cases,headache_cases,weakness_cases,asha_worker_id,clinic_reports,villager_self_reports,total_population,households_affected,severity_level
Agartala Rural,Tripura,Tripura_District_3,2024-04-14,2023-12-18 07:52:00,0-5,Male,1,2,4,4,2,1,2,2,ASHA_8840,4,1,2142,11,Moderate
Shillong Rural,Meghalaya,Meghalaya_District_3,2023-07-27,2023-07-07 09:31:00,60+,Male,0,12,1,0,0,0,7,4,ASHA_3507,0,3,3125,19,Moderate
Lawngtlai Village,Mizoram,Mizoram_District_1,2023-09-14,2023-08-15 12:25:00,0-5,Female,9,9,6,6,4,1,4,6,ASHA_1778,1,4,4603,43,Severe
Serchhip Village,Mizoram,Mizoram_District_3,2023-12-15,2023-11-23 13:09:00,19-60,Female,5,8,7,2,3,3,4,2,ASHA_3372,1,6,3261,27,Mild
Tawang Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-09-19,2023-09-07 07:04:00,6-18,Female,8,2,9,6,9,11,2,3,ASHA_7906,3,2,4133,37,Severe
Nagaon Rural,Assam,Assam_District_3,2023-10-15,2023-08-04 08:15:00,19-60,Male,0,5,6,1,2,4,2,1,ASHA_4328,1,4,4300,24,Mild
Udaipur Village,Tripura,Tripura_District_3,2023-07-26,2023-06-20 18:35:00,19-60,Female,11,1,5,5,4,1,2,4,ASHA_5220,0,5,2942,22,Mild
Guwahati Rural,Assam,Assam_District_3,2023-05-07,2023-02-06 09:01:00,60+,Male,2,4,2,2,2,2,1,2,ASHA_3032,3,5,4873,19,Mild
Rangpo Rural,Sikkim,Sikkim_District_2,2023-05-05,2023-03-18 15:00:00,19-60,Female,8,9,2,4,4,2,5,6,ASHA_9313,0,5,1861,30,Mild
Gyalshing Rural,Sikkim,Sikkim_District_2,2023-10-07,2023-07-23 06:23:00,6-18,Male,5,10,6,2,3,3,4,4,ASHA_5394,4,1,2701,29,Moderate
Baghmara Rural,Meghalaya,Meghalaya_District_3,2023-02-09,2023-01-29 13:02:00,19-60,Male,5,4,3,1,3,3,2,1,ASHA_5712,2,4,4080,25,Moderate
Dharmanagar Rural,Tripura,Tripura_District_1,2023-12-30,2023-11-20 14:47:00,6-18,Male,2,2,6,2,1,1,2,1,ASHA_6865,3,6,3553,27,Mild
Dimapur Village,Nagaland,Nagaland_District_3,2023-12-20,2023-10-31 06:35:00,60+,Male,0,6,2,0,0,0,0,0,ASHA_5059,0,7,2674,26,Severe
Lawngtlai Village,Mizoram,Mizoram_District_3,2023-10-11,2023-10-03 19:06:00,6-18,Female,0,5,8,0,2,3,2,1,ASHA_3664,1,3,2985,25,Mild
Belonia Rural,Tripura,Tripura_District_3,2023-04-28,2023-03-09 10:39:00,0-5,Male,7,5,0,4,2,2,1,1,ASHA_9767,3,5,4196,30,Mild
Ukhrul Village,Manipur,Manipur_District_3,2023-04-26,2023-03-01 19:36:00,19-60,Male,2,5,5,1,1,2,2,1,ASHA_3228,0,5,1449,30,Mild
Wokha Rural,Nagaland,Nagaland_District_3,2024-01-29,2023-12-11 06:01:00,19-60,Female,3,9,6,0,1,2,2,2,ASHA_8262,1,5,3059,23,Mild
Jiribam Village,Manipur,Manipur_District_3,2023-03-09,2023-01-07 12:43:00,60+,Female,13,0,0,5,3,0,2,3,ASHA_5278,0,4,3269,27,Moderate
Dibrugarh Rural,Assam,Assam_District_2,2024-03-08,2023-12-04 15:26:00,60+,Female,3,4,2,0,1,0,0,0,ASHA_3881,0,4,2263,25,Mild
Serchhip Village,Mizoram,Mizoram_District_1,2024-03-10,2023-12-09 12:55:00,0-5,Female,2,1,3,5,3,1,2,2,ASHA_6883,0,4,1352,10,Mild
Nagaon Rural,Assam,Assam_District_2,2023-08-07,2023-08-05 15:05:00,6-18,Male,5,2,2,4,3,1,2,3,ASHA_8598,1,0,2914,22,Mild
Phek Rural,Nagaland,Nagaland_District_1,2023-04-05,2023-01-18 14:40:00,6-18,Female,4,4,3,5,3,0,1,3,ASHA_4786,1,7,2272,29,Severe
Resubelpara Rural,Meghalaya,Meghalaya_District_2,2023-06-04,2023-02-16 18:57:00,0-5,Female,4,5,0,2,2,0,0,2,ASHA_5284,2,0,2723,17,Moderate
Khowai Village,Tripura,Tripura_District_1,2023-07-11,2023-03-29 13:13:00,19-60,Male,1,0,2,2,1,0,0,1,ASHA_1390,3,5,4994,20,Mild
Mokokchung Rural,Nagaland,Nagaland_District_2,2023-12-10,2023-11-01 15:27:00,0-5,Female,5,5,3,4,3,0,4,4,ASHA_5215,2,0,3508,31,Mild
Kiphire Village,Nagaland,Nagaland_District_3,2023-05-26,2023-02-21 18:35:00,6-18,Male,5,2,2,4,4,0,1,3,ASHA_8032,4,3,841,23,Mild
Nongpoh Village,Meghalaya,Meghalaya_District_3,2023-06-26,2023-03-22 17:48:00,0-5,Male,8,2,1,3,3,1,0,2,ASHA_2542,2,5,1358,25,Mild
Resubelpara Rural,Meghalaya,Meghalaya_District_1,2024-01-10,2023-11-27 10:33:00,6-18,Male,4,4,4,1,1,2,1,1,ASHA_9469,0,0,2597,24,Mild
Tawang Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-11-04,2023-07-23 15:20:00,6-18,Male,5,14,7,5,4,3,5,5,ASHA_3238,3,3,2886,36,Mild
Kailashahar Village,Tripura,Tripura_District_2,2023-12-11,2023-09-26 09:24:00,19-60,Male,5,16,4,2,3,4,8,7,ASHA_5454,3,4,2090,36,Mild
Shillong Rural,Meghalaya,Meghalaya_District_1,2023-08-30,2023-06-01 09:21:00,0-5,Male,10,5,6,5,7,5,4,5,ASHA_9422,1,3,3268,33,Severe
Jowai Rural,Meghalaya,Meghalaya_District_1,2023-09-06,2023-06-09 19:44:00,0-5,Female,6,1,6,5,6,5,1,3,ASHA_4286,2,3,2775,24,Mild
Kohima Rural,Nagaland,Nagaland_District_1,2023-09-04,2023-06-03 15:02:00,19-60,Male,12,5,7,6,7,3,3,6,ASHA_9670,0,3,3078,41,Mild
Belonia Rural,Tripura,Tripura_District_3,2023-06-05,2023-02-11 12:20:00,0-5,Male,2,0,3,1,1,1,1,0,ASHA_8740,3,4,4286,21,Moderate
Karimganj Village,Assam,Assam_District_3,2023-07-06,2023-03-25 07:12:00,0-5,Male,5,4,5,2,2,2,1,2,ASHA_6277,0,5,3975,23,Severe
Dibrugarh Rural,Assam,Assam_District_3,2024-01-12,2023-11-22 09:53:00,6-18,Male,5,7,2,1,1,0,2,3,ASHA_1562,3,0,1125,26,Moderate
Shillong Rural,Meghalaya,Meghalaya_District_2,2024-02-21,2023-12-16 15:44:00,6-18,Male,1,1,0,2,0,1,0,0,ASHA_4157,3,0,4900,9,Severe
Pasighat Rural,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-04-11,2023-01-23 06:00:00,19-60,Female,3,7,4,4,1,0,1,2,ASHA_3979,1,2,4704,20,Moderate
Barpeta Village,Assam,Assam_District_2,2023-11-28,2023-08-18 07:08:00,0-5,Female,8,10,2,5,3,1,8,7,ASHA_2822,2,7,4189,29,Mild
Ukhrul Village,Manipur,Manipur_District_3,2023-11-29,2023-10-13 06:50:00,60+,Female,1,3,3,1,1,0,3,1,ASHA_1697,1,2,1292,11,Mild
Champhai Rural,Mizoram,Mizoram_District_3,2023-07-25,2023-06-17 14:09:00,19-60,Female,6,7,5,3,6,5,2,4,ASHA_3384,3,6,1336,35,Mild
Kolasib Rural,Mizoram,Mizoram_District_3,2023-05-18,2023-02-19 13:18:00,6-18,Male,4,6,1,2,1,0,3,2,ASHA_4131,0,2,4190,17,Mild
Phek Rural,Nagaland,Nagaland_District_2,2023-12-06,2023-08-14 08:13:00,6-18,Male,0,4,10,0,3,6,1,0,ASHA_3743,0,0,3380,23,Mild
Ziro Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-09-27,2023-06-10 11:45:00,60+,Male,13,10,5,9,8,7,4,8,ASHA_6494,2,0,4420,36,Mild
Ukhrul Village,Manipur,Manipur_District_1,2023-12-24,2023-12-06 12:22:00,6-18,Female,4,7,5,3,3,3,3,3,ASHA_8423,4,6,4100,23,Moderate
Pakyong Village,Sikkim,Sikkim_District_2,2023-11-05,2023-07-18 10:13:00,19-60,Female,3,8,2,1,3,5,5,4,ASHA_6104,2,2,1175,22,Moderate
Mokokchung Rural,Nagaland,Nagaland_District_2,2023-12-03,2023-08-31 11:29:00,6-18,Female,2,9,0,3,2,0,7,5,ASHA_6911,2,4,3139,26,Moderate
Tamenglong Rural,Manipur,Manipur_District_1,2023-09-18,2023-08-30 13:21:00,60+,Female,9,3,5,6,7,4,1,4,ASHA_3739,4,6,2489,35,Mild
Shillong Rural,Meghalaya,Meghalaya_District_3,2023-02-16,2023-02-15 07:02:00,6-18,Male,4,6,6,2,1,0,2,2,ASHA_3963,1,6,746,23,Moderate
Agartala Rural,Tripura,Tripura_District_1,2023-12-17,2023-11-22 14:43:00,0-5,Male,5,0,0,0,1,1,0,1,ASHA_7222,0,3,775,12,Mild
Serchhip Village,Mizoram,Mizoram_District_3,2024-01-02,2023-09-13 10:08:00,0-5,Female,2,4,10,2,3,5,3,2,ASHA_9696,1,0,4559,27,Mild
Gangtok Rural,Sikkim,Sikkim_District_3,2024-02-13,2023-11-15 11:02:00,0-5,Female,2,4,6,4,4,1,0,3,ASHA_3585,1,1,2907,21,Severe
Zunheboto Village,Nagaland,Nagaland_District_1,2023-05-16,2023-03-08 10:55:00,19-60,Male,6,0,1,3,2,0,2,1,ASHA_2600,2,5,3767,23,Mild
Silchar Village,Assam,Assam_District_1,2024-02-13,2023-11-29 15:47:00,6-18,Male,2,8,2,2,1,1,6,3,ASHA_5487,1,1,3272,19,Moderate
Ukhrul Village,Manipur,Manipur_District_3,2023-12-18,2023-10-29 16:49:00,60+,Female,5,4,3,2,3,1,0,2,ASHA_6536,2,1,3249,22,Severe
Pakyong Village,Sikkim,Sikkim_District_3,2023-07-23,2023-04-06 16:51:00,6-18,Female,3,3,0,1,1,1,3,2,ASHA_2756,1,6,4818,18,Mild
Jiribam Village,Manipur,Manipur_District_2,2023-05-07,2023-04-18 09:44:00,60+,Female,1,3,1,2,0,0,1,1,ASHA_9501,0,2,2544,15,Mild
Khowai Village,Tripura,Tripura_District_3,2023-09-07,2023-07-31 13:45:00,19-60,Female,11,7,8,9,8,4,6,9,ASHA_5360,2,3,3523,39,Moderate
Naharlagun Village,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-09-26,2023-09-02 17:22:00,6-18,Female,7,4,6,4,6,3,2,5,ASHA_6242,3,0,1750,33,Mild
Williamnagar Village,Meghalaya,Meghalaya_District_2,2023-05-21,2023-02-09 07:11:00,0-5,Female,8,1,8,2,4,5,3,2,ASHA_6578,4,0,1237,29,Moderate
Tawang Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-07-02,2023-04-28 11:43:00,60+,Female,5,2,1,4,1,1,3,2,ASHA_7120,4,0,4873,19,Moderate
Pasighat Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-04-20,2023-01-28 12:37:00,19-60,Male,4,0,6,1,2,2,1,0,ASHA_3062,0,1,2014,29,Moderate
Resubelpara Rural,Meghalaya,Meghalaya_District_1,2023-07-07,2023-03-19 10:03:00,0-5,Male,6,2,5,3,3,1,4,2,ASHA_9098,1,1,2946,32,Mild
Tezpur Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-11-19,2023-10-26 10:12:00,0-5,Female,8,3,1,3,3,0,2,3,ASHA_2383,3,1,2543,31,Moderate
Aizawl Rural,Mizoram,Mizoram_District_1,2024-02-03,2023-10-11 14:10:00,6-18,Female,5,8,4,8,4,0,4,5,ASHA_2570,4,6,3882,21,Mild
Churachandpur Village,Manipur,Manipur_District_2,2023-06-04,2023-05-19 19:38:00,6-18,Male,6,1,6,2,2,2,0,1,ASHA_9630,0,0,967,30,Mild
Hnahthial Village,Mizoram,Mizoram_District_3,2023-09-08,2023-06-10 15:43:00,19-60,Male,2,6,5,1,2,1,3,3,ASHA_8940,3,2,602,31,Moderate
Jorhat Village,Assam,Assam_District_1,2023-11-14,2023-08-22 11:22:00,19-60,Male,11,3,2,6,4,1,1,4,ASHA_5348,2,3,2234,32,Moderate
Jiribam Village,Manipur,Manipur_District_2,2024-03-02,2023-11-24 18:32:00,0-5,Male,5,3,0,3,3,0,2,3,ASHA_5202,4,4,518,23,Mild
Lawngtlai Village,Mizoram,Mizoram_District_1,2023-09-03,2023-08-15 12:25:00,0-5,Female,6,5,3,6,4,1,4,6,ASHA_1778,1,4,4603,23,Severe
Kolasib Rural,Mizoram,Mizoram_District_3,2024-02-13,2023-10-21 13:56:00,19-60,Female,7,0,4,3,3,3,0,1,ASHA_4143,0,6,1950,26,Moderate
Nongpoh Village,Meghalaya,Meghalaya_District_1,2023-10-11,2023-07-08 16:15:00,6-18,Female,9,6,0,7,4,0,5,7,ASHA_9982,3,1,3348,28,Mild
Rangpo Rural,Sikkim,Sikkim_District_2,2023-11-17,2023-11-03 18:07:00,60+,Male,5,4,5,1,3,2,2,2,ASHA_1396,1,2,3540,31,Moderate
Pasighat Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-07-11,2023-05-05 07:46:00,19-60,Female,1,3,4,0,0,0,1,0,ASHA_8684,4,4,3110,17,Moderate
Belonia Rural,Tripura,Tripura_District_1,2023-07-21,2023-04-14 12:10:00,6-18,Female,3,0,2,4,1,0,1,1,ASHA_4533,3,6,4177,20,Mild
Hnahthial Village,Mizoram,Mizoram_District_2,2023-11-29,2023-10-03 16:48:00,19-60,Male,4,0,1,2,2,1,1,1,ASHA_4179,0,3,4077,21,Mild
Gangtok Rural,Sikkim,Sikkim_District_2,2023-08-29,2023-07-14 14:56:00,0-5,Male,4,3,0,4,2,0,2,4,ASHA_2323,0,3,3140,24,Moderate
Champhai Rural,Mizoram,Mizoram_District_1,2023-04-10,2023-03-08 14:51:00,6-18,Female,3,4,3,1,1,0,2,2,ASHA_3088,1,1,1665,16,Mild
Dharmanagar Rural,Tripura,Tripura_District_3,2023-07-08,2023-05-07 12:55:00,60+,Female,6,3,2,5,3,0,0,2,ASHA_6091,3,7,770,28,Mild
Mokokchung Rural,Nagaland,Nagaland_District_2,2024-01-30,2023-10-04 16:48:00,6-18,Female,5,2,3,5,3,1,1,3,ASHA_6502,3,2,1963,17,Mild
Khowai Village,Tripura,Tripura_District_2,2024-01-06,2023-10-25 13:09:00,6-18,Male,4,2,4,1,1,0,1,1,ASHA_6720,4,5,4380,28,Mild
Aizawl Rural,Mizoram,Mizoram_District_3,2023-12-28,2023-10-03 11:36:00,0-5,Male,5,4,6,2,3,3,0,1,ASHA_9133,2,6,1116,19,Moderate
Gyalshing Rural,Sikkim,Sikkim_District_1,2023-08-16,2023-05-15 13:16:00,60+,Female,2,5,1,4,3,1,3,3,ASHA_2271,3,0,2690,15,Moderate
Zunheboto Village,Nagaland,Nagaland_District_1,2024-01-30,2023-10-29 15:13:00,19-60,Female,5,0,3,2,1,0,1,1,ASHA_6614,2,4,3422,21,Severe
Serchhip Village,Mizoram,Mizoram_District_3,2023-07-07,2023-05-20 11:33:00,19-60,Female,4,3,6,4,4,4,2,2,ASHA_5004,2,1,3766,25,Moderate
Tura Village,Meghalaya,Meghalaya_District_2,2024-01-22,2023-10-22 08:27:00,6-18,Male,0,1,5,0,1,4,1,0,ASHA_8825,2,2,1703,21,Moderate
Churachandpur Village,Manipur,Manipur_District_1,2023-02-14,2023-01-05 06:19:00,60+,Female,5,6,4,1,1,0,4,3,ASHA_9915,2,6,2526,25,Mild
Williamnagar Village,Meghalaya,Meghalaya_District_2,2023-06-21,2023-04-12 15:22:00,19-60,Male,3,5,4,2,1,3,2,2,ASHA_2515,4,0,4033,16,Mild
Amarpur Village,Tripura,Tripura_District_2,2023-07-26,2023-06-20 12:50:00,6-18,Female,6,0,4,5,3,0,2,3,ASHA_5688,2,5,1916,23,Moderate
Dibrugarh Rural,Assam,Assam_District_2,2023-08-18,2023-04-28 19:35:00,6-18,Female,8,2,3,4,2,0,0,2,ASHA_8728,4,0,1173,25,Moderate
Roing Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-12-08,2023-09-12 07:00:00,19-60,Male,14,1,16,8,13,10,2,5,ASHA_4982,4,5,4029,43,Mild
Kohima Rural,Nagaland,Nagaland_District_2,2023-04-26,2023-02-15 07:23:00,6-18,Male,2,6,0,1,0,1,3,2,ASHA_6006,2,6,3506,18,Mild
Gangtok Rural,Sikkim,Sikkim_District_2,2023-08-22,2023-06-29 08:06:00,19-60,Male,8,7,0,7,6,1,2,6,ASHA_1753,4,5,3438,33,Mild
Wokha Rural,Nagaland,Nagaland_District_1,2023-08-10,2023-06-09 07:05:00,6-18,Male,16,12,4,8,6,0,5,9,ASHA_9240,4,1,3939,48,Mild
Tuensang Village,Nagaland,Nagaland_District_3,2024-02-02,2023-11-01 10:55:00,0-5,Male,5,0,4,4,4,4,1,2,ASHA_5379,4,4,2116,15,Mild
Singtam Village,Sikkim,Sikkim_District_2,2024-01-15,2023-12-13 19:33:00,60+,Female,0,4,3,0,0,0,2,0,ASHA_9755,0,1,785,11,Mild
Williamnagar Village,Meghalaya,Meghalaya_District_3,2023-06-02,2023-02-23 13:08:00,19-60,Female,2,4,2,2,1,1,5,3,ASHA_7127,0,2,792,14,Mild
Tezpur Rural,Assam,Assam_District_2,2023-10-06,2023-09-02 14:02:00,0-5,Male,9,9,7,4,6,5,5,6,ASHA_6439,0,3,3628,29,Moderate
Karimganj Village,Assam,Assam_District_3,2024-01-06,2023-12-20 08:18:00,0-5,Male,4,0,0,1,1,1,0,1,ASHA_8978,4,7,791,19,Mild
Champhai Rural,Mizoram,Mizoram_District_3,2023-04-29,2023-01-31 12:59:00,19-60,Male,2,2,5,0,1,0,0,1,ASHA_4768,2,3,2673,22,Mild
Aizawl Rural,Mizoram,Mizoram_District_2,2023-06-09,2023-03-16 19:38:00,60+,Male,9,4,6,4,4,2,3,3,ASHA_1454,1,1,4433,30,Mild
Belonia Rural,Tripura,Tripura_District_1,2023-04-02,2023-02-21 11:15:00,0-5,Male,5,4,2,1,2,1,2,2,ASHA_3800,2,2,2565,24,Mild
Shillong Rural,Meghalaya,Meghalaya_District_2,2023-08-02,2023-05-16 19:55:00,0-5,Female,9,0,1,4,3,2,1,3,ASHA_8075,4,1,600,26,Moderate
Champhai Rural,Mizoram,Mizoram_District_2,2024-01-01,2023-10-06 19:44:00,19-60,Female,5,2,6,4,3,1,2,2,ASHA_6054,3,0,1246,30,Mild
Kailashahar Village,Tripura,Tripura_District_3,2023-04-10,2023-01-06 11:56:00,0-5,Male,2,6,10,0,3,4,4,1,ASHA_9519,2,7,1811,28,Moderate
Senapati Rural,Manipur,Manipur_District_3,2023-07-13,2023-03-21 14:56:00,19-60,Male,2,0,0,3,1,3,0,1,ASHA_4563,2,7,854,15,Severe
Phek Rural,Nagaland,Nagaland_District_2,2023-05-17,2023-02-04 17:12:00,19-60,Male,5,5,8,2,3,2,2,2,ASHA_9684,4,2,4854,31,Mild
Saitual Rural,Mizoram,Mizoram_District_3,2023-08-27,2023-07-05 15:42:00,6-18,Female,18,0,5,12,10,2,0,8,ASHA_5054,3,2,3338,42,Moderate
Phek Rural,Nagaland,Nagaland_District_3,2023-08-21,2023-07-24 10:15:00,0-5,Male,0,11,6,3,2,4,7,4,ASHA_7634,0,3,4335,33,Mild
Zunheboto Village,Nagaland,Nagaland_District_1,2023-05-25,2023-05-13 06:28:00,60+,Male,5,5,3,2,3,3,1,2,ASHA_8387,4,1,1251,22,Moderate
Hnahthial Village,Mizoram,Mizoram_District_3,2023-12-29,2023-10-21 07:09:00,0-5,Female,5,4,6,3,3,2,2,2,ASHA_6811,0,0,3363,33,Mild
Lunglei Village,Mizoram,Mizoram_District_3,2024-01-27,2023-11-08 06:27:00,6-18,Male,6,2,4,2,3,2,1,2,ASHA_1851,3,5,2865,22,Moderate
Itanagar Rural,Arunachal Pradesh,Arunachal Pradesh_District_3,2024-01-31,2023-11-09 18:21:00,0-5,Female,0,2,0,0,1,0,2,1,ASHA_7103,1,6,839,18,Mild
Lunglei Village,Mizoram,Mizoram_District_1,2023-02-10,2023-02-08 09:11:00,0-5,Male,2,2,2,2,1,0,2,2,ASHA_5491,3,5,1681,25,Mild
Gyalshing Rural,Sikkim,Sikkim_District_1,2023-08-03,2023-05-11 19:43:00,0-5,Male,1,2,10,2,1,1,2,0,ASHA_8507,3,7,3273,29,Moderate
Phek Rural,Nagaland,Nagaland_District_2,2023-05-09,2023-02-04 17:12:00,19-60,Male,7,1,5,2,3,2,2,2,ASHA_9684,4,2,4854,18,Mild
Gyalshing Rural,Sikkim,Sikkim_District_1,2023-08-05,2023-05-11 19:43:00,0-5,Male,2,1,2,2,1,1,2,0,ASHA_8507,3,7,3273,12,Moderate
Resubelpara Rural,Meghalaya,Meghalaya_District_1,2023-09-05,2023-07-04 16:33:00,0-5,Male,12,3,4,5,6,4,2,4,ASHA_5535,4,2,2162,35,Moderate
Belonia Rural,Tripura,Tripura_District_2,2023-05-03,2023-05-01 11:45:00,0-5,Female,5,2,6,4,2,1,1,2,ASHA_6456,4,5,1156,18,Mild
Ukhrul Village,Manipur,Manipur_District_2,2023-09-07,2023-07-10 07:20:00,19-60,Male,5,12,10,4,6,5,8,7,ASHA_3751,3,1,2974,31,Moderate
Baghmara Rural,Meghalaya,Meghalaya_District_3,2023-11-01,2023-08-16 11:05:00,19-60,Male,7,0,9,6,4,4,1,2,ASHA_8090,3,2,3331,24,Moderate
Jiribam Village,Manipur,Manipur_District_3,2023-12-09,2023-10-02 15:48:00,19-60,Male,4,3,3,4,2,0,1,2,ASHA_6699,4,4,2683,21,Mild
Naharlagun Village,Arunachal Pradesh,Arunachal Pradesh_District_3,2023-09-14,2023-07-07 10:38:00,60+,Male,8,5,9,4,4,3,3,3,ASHA_8811,1,5,1440,28,Mild
Namchi Village,Sikkim,Sikkim_District_1,2023-04-12,2023-02-09 10:57:00,0-5,Female,0,2,1,0,1,1,4,2,ASHA_6324,3,0,1915,9,Moderate
Shillong Rural,Meghalaya,Meghalaya_District_2,2023-08-12,2023-06-07 12:12:00,0-5,Male,2,2,4,2,2,1,1,1,ASHA_9803,3,2,3762,17,Moderate
Kolasib Rural,Mizoram,Mizoram_District_1,2024-01-24,2023-12-16 14:01:00,60+,Male,5,7,3,1,1,1,2,2,ASHA_3549,3,5,2198,28,Severe
Kolasib Rural,Mizoram,Mizoram_District_2,2024-01-17,2023-11-06 08:19:00,19-60,Female,7,3,6,3,3,2,0,2,ASHA_1845,0,2,641,28,Mild
Gyalshing Rural,Sikkim,Sikkim_District_1,2024-01-11,2023-12-08 17:49:00,60+,Male,4,5,4,6,4,1,3,5,ASHA_7559,0,3,3487,29,Mild
Agartala Rural,Tripura,Tripura_District_3,2023-09-24,2023-07-27 09:46:00,0-5,Male,11,4,0,4,3,1,3,5,ASHA_9057,0,7,4423,34,Moderate
Serchhip Village,Mizoram,Mizoram_District_2,2023-10-15,2023-08-26 15:50:00,0-5,Male,10,6,4,7,6,1,4,6,ASHA_8351,2,0,747,24,Moderate
Tezpur Village,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-11-29,2023-09-05 09:03:00,0-5,Female,0,9,0,0,1,1,4,3,ASHA_2666,2,3,4297,24,Moderate
Thoubal Village,Manipur,Manipur_District_1,2023-12-28,2023-09-12 18:39:00,6-18,Male,0,8,1,5,4,3,6,5,ASHA_9307,2,4,2139,15,Moderate
Nagaon Rural,Assam,Assam_District_1,2024-02-24,2023-12-10 17:48:00,0-5,Female,0,2,6,2,3,2,1,1,ASHA_5811,3,3,4815,17,Mild
Pasighat Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-04-11,2023-03-25 15:35:00,19-60,Male,3,0,1,3,1,0,1,1,ASHA_1732,0,0,4874,13,Moderate
Roing Village,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-10-20,2023-08-01 07:25:00,6-18,Male,5,4,3,4,3,1,2,3,ASHA_4013,4,2,2765,27,Mild
Agartala Rural,Tripura,Tripura_District_1,2023-02-25,2023-01-17 14:30:00,19-60,Female,6,5,4,3,2,0,1,2,ASHA_8758,0,6,1317,23,Mild
Imphal Rural,Manipur,Manipur_District_1,2023-06-04,2023-05-29 17:03:00,19-60,Female,1,1,6,1,1,1,0,0,ASHA_5544,4,7,1875,26,Moderate
Dibrugarh Rural,Assam,Assam_District_3,2023-12-25,2023-12-02 16:21:00,19-60,Female,1,5,2,3,1,0,2,2,ASHA_6720,1,6,2455,18,Moderate
Lunglei Village,Mizoram,Mizoram_District_1,2023-06-11,2023-02-12 12:15:00,6-18,Female,2,10,6,3,1,0,6,3,ASHA_7382,1,5,3121,35,Mild
Itanagar Rural,Arunachal Pradesh,Arunachal Pradesh_District_2,2023-05-29,2023-04-08 19:29:00,0-5,Male,6,4,3,5,3,0,3,3,ASHA_4138,2,0,2665,32,Moderate
Lawngtlai Village,Mizoram,Mizoram_District_1,2023-12-23,2023-11-28 18:30:00,19-60,Male,5,6,3,3,2,0,1,2,ASHA_3518,0,5,3129,26,Moderate
Hnahthial Village,Mizoram,Mizoram_District_1,2023-03-20,2023-03-04 09:43:00,0-5,Male,4,0,4,5,3,1,0,2,ASHA_8727,3,6,972,13,Mild
Khliehriat Village,Meghalaya,Meghalaya_District_1,2023-12-23,2023-10-06 08:21:00,60+,Female,7,8,0,5,3,1,4,4,ASHA_7719,2,1,2629,30,Moderate
Resubelpara Rural,Meghalaya,Meghalaya_District_1,2024-02-15,2023-11-16 15:30:00,6-18,Male,2,6,5,3,2,2,2,2,ASHA_2482,2,0,2406,23,Mild
Teliamura Rural,Tripura,Tripura_District_3,2023-07-27,2023-06-14 19:03:00,6-18,Female,2,9,0,2,2,1,4,4,ASHA_2429,3,6,3815,20,Mild
Rangpo Rural,Sikkim,Sikkim_District_1,2023-10-31,2023-10-18 19:23:00,19-60,Female,0,4,6,2,3,4,1,0,ASHA_9226,3,0,2440,21,Mild
Kiphire Village,Nagaland,Nagaland_District_3,2024-01-12,2023-11-30 18:43:00,6-18,Female,8,3,2,4,3,1,0,2,ASHA_7341,2,4,2811,21,Moderate
Pakyong Village,Sikkim,Sikkim_District_2,2023-08-17,2023-05-29 16:57:00,6-18,Male,5,4,0,2,1,0,2,3,ASHA_5978,4,4,4185,17,Mild
Khowai Village,Tripura,Tripura_District_1,2023-06-05,2023-05-22 06:47:00,19-60,Male,3,3,4,4,3,2,2,2,ASHA_2370,0,6,1394,29,Mild
Churachandpur Village,Manipur,Manipur_District_3,2023-08-03,2023-07-02 16:54:00,0-5,Male,15,8,7,9,7,1,3,7,ASHA_2992,0,1,4899,38,Mild
Khowai Village,Tripura,Tripura_District_1,2023-06-07,2023-06-06 09:14:00,6-18,Female,8,7,5,2,2,1,3,3,ASHA_5344,0,1,4584,31,Mild
Mangan Village,Sikkim,Sikkim_District_1,2023-07-22,2023-05-26 17:44:00,0-5,Female,4,1,2,3,2,1,3,2,ASHA_7875,4,0,2038,22,Mild
Rangpo Rural,Sikkim,Sikkim_District_2,2023-05-26,2023-05-05 13:04:00,19-60,Male,11,2,0,4,3,0,1,3,ASHA_4620,4,2,3863,20,Severe
Imphal Rural,Manipur,Manipur_District_1,2023-07-25,2023-07-01 07:31:00,0-5,Female,6,15,0,3,1,1,7,6,ASHA_2719,0,6,2311,34,Mild
Belonia Rural,Tripura,Tripura_District_3,2023-10-26,2023-10-12 08:08:00,6-18,Male,1,4,2,0,0,0,5,2,ASHA_5953,3,1,2350,25,Moderate
