village,state,date,water_source_id,water_source_type,latitude,longitude,pH,turbidity_ntu,bacteria_ecoli_cfu_100ml,bacteria_coliform_cfu_100ml,dissolved_oxygen_mg_l,nitrates_mg_l,phosphates_mg_l,heavy_metals_mg_l,chlorine_residual_mg_l,fluoride_mg_l,arsenic_mg_l,test_method,testing_agency,is_potable,contamination_level,depth_meters
Khliehriat Village,Meghalaya,2023-07-11,WS_56254,Tube Well,26.519878,96.061292,7.25,4.478,15.129,96.0,6.4,17.1,1.41,0.011,1.23,0.73,0.036,IoT Sensor,Agency_8,1,Safe,176.0
Naharlagun Village,Arunachal Pradesh,2023-10-20,WS_51938,Pond,24.519828,96.211555,5.35,73.613,1584.114,318.0,2.8,144.5,17.86,1.29,0.18,0.96,0.028,Lab Analysis,Agency_1,0,High,
Mokokchung Rural,Nagaland,2023-07-12,WS_16223,River,23.804358,88.876349,5.3,38.738,215.457,2341.0,1.4,125.4,14.09,0.52,0.69,0.92,0.032,Water Testing Kit,Agency_8,0,High,
Phek Rural,Nagaland,2023-04-17,WS_50597,Well,23.682982,89.421946,7.16,1.233,30.281,90.0,5.1,28.2,1.0,0.031,0.09,1.19,0.005,IoT Sensor,Agency_6,1,Safe,157.0
Ukhrul Village,Manipur,2023-04-15,WS_51841,Well,28.12041,92.409608,8.07,6.688,49.692,41.0,6.8,39.2,0.08,0.04,1.19,0.89,0.027,Water Testing Kit,Agency_1,0,Safe,189.0
Jiribam Village,Manipur,2023-05-02,WS_93429,Piped Supply,23.437902,95.310723,7.14,4.091,13.621,87.0,8.2,38.6,2.51,0.041,0.9,0.59,0.021,Water Testing Kit,Agency_4,1,Safe,
Itanagar Rural,Arunachal Pradesh,2024-03-05,WS_53506,Well,27.50654,91.682356,7.0,6.768,51.521,30.0,5.7,10.7,2.43,0.027,0.91,0.98,0.037,Water Testing Kit,Agency_4,0,Safe,175.0
Saitual Rural,Mizoram,2023-06-04,WS_67581,River,24.178895,93.729303,6.2,85.952,1827.79,2033.0,3.3,72.8,13.04,0.19,1.82,0.08,0.012,IoT Sensor,Agency_6,0,High,
Nagaon Rural,Assam,2023-11-17,WS_74744,Piped Supply,23.430565,93.526382,7.26,7.565,66.643,86.0,6.7,13.2,0.02,0.013,1.68,0.85,0.03,IoT Sensor,Agency_1,0,Safe,
Dimapur Village,Nagaland,2024-02-22,WS_15017,River,23.508833,94.153921,8.41,5.621,70.47,48.0,7.7,21.6,0.96,0.001,1.37,0.12,0.022,Water Testing Kit,Agency_2,0,Safe,
Pakyong Village,Sikkim,2023-05-03,WS_69418,River,25.193,89.328301,7.91,4.977,56.333,47.0,6.3,2.1,2.6,0.021,0.57,1.39,0.03,Water Testing Kit,Agency_7,1,Safe,
Guwahati Rural,Assam,2023-04-08,WS_58179,Tube Well,25.751524,93.883243,7.75,1.058,13.093,85.0,7.4,0.3,2.72,0.049,1.59,0.67,0.047,Water Testing Kit,Agency_7,1,Safe,62.0
Dharmanagar Rural,Tripura,2023-11-24,WS_71613,Piped Supply,23.073285,95.181607,6.73,6.985,4.884,74.0,8.6,43.9,1.81,0.036,1.38,0.39,0.025,IoT Sensor,Agency_5,0,Safe,
Silchar Village,Assam,2023-11-20,WS_48803,Well,26.870506,91.127725,5.87,76.08,1990.764,3821.0,3.5,173.5,10.43,1.65,1.31,0.22,0.024,IoT Sensor,Agency_6,0,High,13.0
Tawang Rural,Arunachal Pradesh,2023-10-30,WS_21605,River,27.954696,89.198009,5.9,95.501,176.395,2881.0,3.3,67.1,12.84,0.66,0.83,0.29,0.008,Water Testing Kit,Agency_6,0,High,
Dibrugarh Rural,Assam,2023-01-30,WS_41581,Piped Supply,28.677156,93.757475,6.41,2.533,11.053,60.0,6.9,32.6,1.53,0.021,0.8,0.64,0.008,Water Testing Kit,Agency_5,1,Safe,
Tamenglong Rural,Manipur,2023-11-29,WS_26697,Well,23.972998,92.567394,6.9,1.759,17.359,84.0,7.5,19.6,2.16,0.048,0.67,0.32,0.003,Lab Analysis,Agency_7,1,Safe,96.0
Udaipur Village,Tripura,2024-02-14,WS_97480,Pond,27.063414,95.51227,7.71,5.068,14.812,23.0,6.5,11.8,2.58,0.009,0.68,0.81,0.025,Water Testing Kit,Agency_8,1,Safe,
Resubelpara Rural,Meghalaya,2023-08-03,WS_22755,Tube Well,24.229348,92.409304,8.13,10.008,18.681,72.0,5.2,23.4,0.47,0.042,0.6,0.13,0.024,Water Testing Kit,Agency_1,0,Safe,130.0
Rangpo Rural,Sikkim,2023-05-06,WS_47258,Pond,26.357524,95.205081,5.64,105.165,2448.333,2101.0,1.8,64.8,18.45,0.73,1.72,1.02,0.014,IoT Sensor,Agency_1,0,High,
Baghmara Rural,Meghalaya,2023-11-07,WS_17651,River,24.507396,95.372998,7.98,3.764,30.754,75.0,6.8,32.1,2.89,0.048,0.16,0.06,0.034,Water Testing Kit,Agency_8,1,Safe,
Jorethang Rural,Sikkim,2023-03-27,WS_40405,River,26.738372,94.897997,6.43,7.116,20.057,8.0,5.8,11.4,0.53,0.012,1.54,1.08,0.005,Lab Analysis,Agency_8,0,Safe,
Jowai Rural,Meghalaya,2023-02-26,WS_13466,Piped Supply,26.735621,88.354072,7.02,5.488,22.862,96.0,8.2,36.0,1.08,0.038,1.41,1.36,0.034,Water Testing Kit,Agency_6,1,Safe,
Nagaon Rural,Assam,2023-10-13,WS_46079,River,25.091103,89.248274,8.28,8.166,15.623,38.0,7.6,33.3,0.91,0.017,1.27,0.02,0.048,IoT Sensor,Agency_9,0,Safe,
Pasighat Rural,Arunachal Pradesh,2023-10-25,WS_66637,Piped Supply,23.470445,94.729864,7.41,5.327,28.586,56.0,6.2,32.6,1.28,0.041,1.48,1.28,0.01,Water Testing Kit,Agency_8,1,Safe,
Namchi Village,Sikkim,2024-01-21,WS_63589,Pond,26.018591,91.481524,7.33,2.354,41.072,13.0,8.5,33.7,1.04,0.002,0.03,0.17,0.041,Water Testing Kit,Agency_4,1,Safe,
Teliamura Rural,Tripura,2023-11-20,WS_60596,Tube Well,23.629124,90.767376,6.46,9.266,44.068,16.0,8.3,27.2,1.59,0.007,1.14,0.95,0.007,IoT Sensor,Agency_8,0,Safe,150.0
Pasighat Rural,Arunachal Pradesh,2023-07-16,WS_28714,Pond,23.354478,93.929055,5.3,49.223,2270.924,2666.0,1.6,175.3,10.39,1.63,1.03,1.22,0.049,IoT Sensor,Agency_3,0,High,
Itanagar Rural,Arunachal Pradesh,2023-09-18,WS_80309,Well,24.009156,93.363067,8.34,3.096,55.217,31.0,6.1,3.4,1.76,0.027,0.45,0.57,0.042,Water Testing Kit,Agency_6,1,Safe,33.0
Mokokchung Rural,Nagaland,2023-03-28,WS_78671,Well,23.536279,91.487718,8.38,4.191,26.49,29.0,6.9,32.8,0.14,0.042,1.22,0.15,0.008,Lab Analysis,Agency_6,1,Safe,80.0
Dimapur Village,Nagaland,2023-07-13,WS_42040,Spring,24.815141,89.198333,7.78,9.326,66.472,14.0,6.8,42.4,2.88,0.01,0.6,0.3,0.033,Water Testing Kit,Agency_7,0,Safe,
Singtam Village,Sikkim,2023-08-24,WS_61497,River,24.747786,96.321917,5.9,85.999,1816.278,1527.0,1.8,147.4,8.05,1.95,1.15,0.51,0.023,Lab Analysis,Agency_8,0,High,
Tamenglong Rural,Manipur,2024-01-20,WS_44590,Pond,26.644068,90.056239,7.54,8.797,26.067,10.0,5.3,18.6,2.96,0.031,0.43,1.22,0.033,Water Testing Kit,Agency_4,0,Safe,
Ukhrul Village,Manipur,2023-10-15,WS_16134,Piped Supply,25.724719,91.075707,7.26,6.235,71.229,1.0,6.1,34.1,1.41,0.008,0.11,0.91,0.026,Water Testing Kit,Agency_8,0,Safe,
Bishnupur Rural,Manipur,2023-11-12,WS_32255,Well,27.488483,89.272471,7.52,7.997,30.779,4.0,6.0,12.6,0.96,0.005,0.07,0.53,0.042,IoT Sensor,Agency_9,0,Safe,166.0
Hnahthial Village,Mizoram,2023-12-28,WS_10254,Well,26.758098,88.909236,6.47,6.681,2.815,90.0,8.0,41.4,1.46,0.0,1.86,0.77,0.008,Lab Analysis,Agency_3,0,Safe,109.0
Tawang Rural,Arunachal Pradesh,2023-06-13,WS_32554,Tube Well,24.238264,91.199769,5.42,113.917,830.829,3008.0,1.8,166.2,16.61,0.91,1.89,0.91,0.05,IoT Sensor,Agency_4,0,High,116.0
Mokokchung Rural,Nagaland,2023-10-31,WS_41502,Piped Supply,23.796256,90.953621,7.99,3.893,23.28,59.0,5.4,44.4,2.94,0.046,1.87,1.32,0.026,Water Testing Kit,Agency_7,1,Safe,
Saitual Rural,Mizoram,2024-02-16,WS_61233,River,25.32143,96.78911,7.34,1.982,67.601,56.0,8.2,8.6,1.39,0.006,0.81,0.02,0.04,IoT Sensor,Agency_1,1,Safe,
Imphal Rural,Manipur,2023-04-13,WS_94961,Well,24.775729,92.521776,6.67,1.834,2.757,64.0,7.1,41.3,1.39,0.032,1.63,0.51,0.022,Water Testing Kit,Agency_6,1,Safe,38.0
Agartala Rural,Tripura,2023-12-23,WS_94292,Well,26.542824,94.635281,8.35,8.123,32.14,9.0,6.2,39.9,0.46,0.033,0.12,1.2,0.023,Water Testing Kit,Agency_1,0,Safe,32.0
Champhai Rural,Mizoram,2023-05-25,WS_49356,Tube Well,28.844177,90.009873,5.79,91.904,1058.292,1134.0,2.1,109.8,23.65,0.64,0.34,0.18,0.016,Lab Analysis,Agency_2,0,High,139.0
Resubelpara Rural,Meghalaya,2023-10-09,WS_85283,Piped Supply,26.016669,88.928827,7.61,7.446,1.227,86.0,5.1,26.2,1.51,0.019,1.91,1.19,0.0,IoT Sensor,Agency_7,0,Safe,
Nongpoh Village,Meghalaya,2023-03-16,WS_70476,River,27.857831,96.016096,5.9,93.317,1657.799,477.0,1.4,55.9,19.37,1.01,1.73,1.39,0.047,Lab Analysis,Agency_2,0,High,
Jorhat Village,Assam,2023-07-23,WS_52594,Piped Supply,26.274542,95.393843,8.04,0.528,45.042,21.0,7.5,29.1,2.41,0.025,0.41,1.27,0.018,IoT Sensor,Agency_9,1,Safe,
Mangan Village,Sikkim,2023-11-03,WS_59718,River,25.380433,90.553177,5.3,54.019,1835.09,274.0,2.6,58.7,19.48,1.93,0.96,0.24,0.02,IoT Sensor,Agency_5,0,High,
Kiphire Village,Nagaland,2023-10-20,WS_31745,Piped Supply,27.049639,96.614075,5.44,83.281,368.893,3476.0,2.4,121.9,19.47,0.95,0.71,1.11,0.046,IoT Sensor,Agency_4,0,High,
Gyalshing Rural,Sikkim,2024-01-11,WS_38487,Pond,26.287119,93.866235,5.3,110.757,1424.761,514.0,1.2,104.7,13.15,0.17,0.44,0.78,0.011,Lab Analysis,Agency_3,0,High,
Nagaon Rural,Assam,2023-09-24,WS_66796,Well,23.459687,89.661088,5.3,45.543,1437.089,577.0,3.7,166.3,12.63,0.35,0.8,0.57,0.013,Lab Analysis,Agency_9,0,High,123.0
Serchhip Village,Mizoram,2023-06-23,WS_31819,Piped Supply,28.580105,89.951042,8.11,8.997,45.282,24.0,7.8,38.0,1.21,0.031,1.07,1.12,0.017,IoT Sensor,Agency_2,0,Safe,
Udaipur Village,Tripura,2023-08-17,WS_98323,Pond,24.932774,91.371636,5.94,87.878,2299.132,442.0,2.1,55.2,9.21,0.86,0.76,0.19,0.047,IoT Sensor,Agency_3,0,High,
Namchi Village,Sikkim,2023-12-06,WS_13377,River,26.98897,94.792595,6.07,64.589,436.633,2706.0,2.6,84.4,7.84,0.37,1.98,0.69,0.013,Lab Analysis,Agency_6,0,High,
Namchi Village,Sikkim,2023-11-17,WS_14443,Piped Supply,23.520364,93.957128,7.72,0.735,64.133,15.0,5.8,32.8,1.48,0.039,1.83,1.29,0.046,IoT Sensor,Agency_2,1,Safe,
Namchi Village,Sikkim,2023-09-07,WS_46830,River,27.53841,89.871487,5.41,87.135,1097.249,886.0,1.1,135.5,14.94,0.55,0.99,1.28,0.016,IoT Sensor,Agency_2,0,High,
Nagaon Rural,Assam,2023-05-09,WS_72829,River,25.952057,92.868717,6.24,118.131,1572.57,1253.0,2.7,163.3,21.59,1.46,0.68,0.99,0.03,Lab Analysis,Agency_6,0,High,
Phek Rural,Nagaland,2024-01-21,WS_17933,Piped Supply,24.53172,92.267721,6.54,8.915,41.121,28.0,6.6,39.7,0.98,0.014,0.02,1.44,0.042,IoT Sensor,Agency_8,0,Safe,
Thoubal Village,Manipur,2023-04-19,WS_93034,Well,25.378075,94.669369,8.35,4.761,11.923,66.0,6.6,37.2,0.28,0.026,1.93,0.93,0.041,Lab Analysis,Agency_4,1,Safe,107.0
Baghmara Rural,Meghalaya,2023-02-24,WS_55960,Well,27.288952,88.283765,8.53,5.323,48.139,17.0,8.3,40.8,2.52,0.031,0.59,0.14,0.023,Lab Analysis,Agency_8,1,Safe,72.0
Resubelpara Rural,Meghalaya,2023-07-14,WS_27137,Piped Supply,28.402855,92.861448,7.21,6.048,42.896,20.0,5.3,7.5,0.83,0.002,0.37,0.33,0.03,Lab Analysis,Agency_5,0,Safe,
Shillong Rural,Meghalaya,2023-09-24,WS_81341,River,28.673104,90.955281,5.3,76.052,977.82,2361.0,2.6,136.0,16.65,0.23,1.58,0.34,0.033,Water Testing Kit,Agency_9,0,High,
Churachandpur Village,Manipur,2023-09-19,WS_51020,Piped Supply,27.23787,89.137521,7.09,6.1,48.361,12.0,6.8,38.3,1.11,0.013,1.11,0.57,0.05,Water Testing Kit,Agency_4,0,Safe,
Kohima Rural,Nagaland,2024-02-02,WS_99074,Spring,24.65582,90.091294,7.72,3.956,35.371,5.0,5.2,20.8,2.3,0.026,1.7,1.24,0.016,Lab Analysis,Agency_6,1,Safe,
Mokokchung Rural,Nagaland,2024-01-12,WS_67827,Tube Well,24.633113,95.239644,5.55,109.217,1869.368,2531.0,1.7,140.1,24.33,0.28,0.17,1.07,0.001,IoT Sensor,Agency_6,0,High,198.0
Tuensang Village,Nagaland,2024-02-17,WS_34892,Well,24.053965,95.346497,6.7,7.833,61.836,76.0,7.5,36.0,0.46,0.019,1.6,0.55,0.036,IoT Sensor,Agency_6,0,Safe,172.0
Jowai Rural,Meghalaya,2023-10-31,WS_81968,Pond,27.156156,91.369013,5.3,46.643,560.037,3292.0,1.8,164.0,20.22,1.59,1.47,0.61,0.004,IoT Sensor,Agency_5,0,High,
Jorhat Village,Assam,2023-10-12,WS_80666,Tube Well,23.476355,94.131596,7.15,2.022,21.668,52.0,5.8,12.3,1.94,0.036,0.79,1.42,0.036,Water Testing Kit,Agency_3,1,Safe,32.0
Udaipur Village,Tripura,2023-04-18,WS_52170,Well,28.546341,96.46138,7.97,1.188,18.395,21.0,8.9,24.5,0.95,0.033,1.28,0.34,0.027,Water Testing Kit,Agency_2,1,Safe,10.0
Jorethang Rural,Sikkim,2024-01-18,WS_69346,Well,26.663111,96.547757,5.48,94.683,1172.347,410.0,3.3,191.8,21.21,1.7,1.23,0.29,0.01,Lab Analysis,Agency_2,0,High,156.0
Naharlagun Village,Arunachal Pradesh,2023-11-03,WS_58155,Well,24.535784,91.910799,6.05,123.019,444.114,4920.0,1.9,151.8,24.73,0.12,0.98,1.15,0.039,Water Testing Kit,Agency_7,0,High,146.0
Naharlagun Village,Arunachal Pradesh,2023-06-23,WS_17413,Spring,23.357071,93.85892,6.76,7.254,29.796,18.0,6.4,9.2,0.63,0.004,0.59,0.24,0.048,Water Testing Kit,Agency_8,0,Safe,
Khliehriat Village,Meghalaya,2023-05-03,WS_80781,Well,25.97645,89.820144,6.79,8.441,1.153,68.0,5.6,34.7,1.48,0.045,0.53,1.08,0.016,Water Testing Kit,Agency_8,0,Safe,90.0
Ukhrul Village,Manipur,2024-01-20,WS_47154,Piped Supply,23.234552,94.173411,8.9,6.082,5.666,32.0,7.3,25.9,0.03,0.013,0.73,1.01,0.009,Water Testing Kit,Agency_3,0,Safe,
Gangtok Rural,Sikkim,2023-08-06,WS_11500,Well,23.261961,88.288778,8.43,7.119,52.283,3.0,6.5,25.0,0.45,0.042,1.37,0.04,0.045,IoT Sensor,Agency_6,0,Safe,154.0
Lawngtlai Village,Mizoram,2024-01-15,WS_15890,Tube Well,28.555566,94.508142,7.84,6.786,22.653,74.0,7.6,14.0,1.61,0.023,0.11,0.32,0.016,IoT Sensor,Agency_5,0,Safe,90.0
Phek Rural,Nagaland,2023-07-21,WS_79078,Piped Supply,28.954023,94.613431,6.94,3.271,7.839,56.0,8.4,18.4,0.68,0.015,1.2,0.46,0.021,Water Testing Kit,Agency_2,1,Safe,
Jorhat Village,Assam,2023-04-07,WS_69367,Tube Well,23.274116,92.098218,7.33,7.339,53.844,55.0,7.5,26.0,0.05,0.027,0.61,1.16,0.024,IoT Sensor,Agency_7,0,Safe,165.0
Teliamura Rural,Tripura,2024-01-31,WS_49471,River,24.225619,91.934397,7.44,2.747,67.568,71.0,8.1,5.0,0.79,0.025,0.85,1.31,0.047,Water Testing Kit,Agency_9,1,Safe,
Resubelpara Rural,Meghalaya,2023-05-28,WS_32996,River,26.45558,92.720098,7.7,2.542,3.107,70.0,8.2,39.4,2.05,0.022,0.11,1.01,0.034,Water Testing Kit,Agency_7,1,Safe,
Ziro Village,Arunachal Pradesh,2023-11-17,WS_73548,Well,27.305869,88.333241,6.63,2.741,57.524,89.0,7.7,39.4,0.57,0.007,0.37,0.37,0.021,Water Testing Kit,Agency_9,1,Safe,66.0
Kolasib Rural,Mizoram,2023-12-03,WS_83165,Well,25.170711,88.779585,7.92,1.319,17.315,98.0,5.8,5.3,0.7,0.036,0.58,0.26,0.011,Water Testing Kit,Agency_3,1,Safe,187.0
Thoubal Village,Manipur,2023-01-30,WS_20593,Tube Well,26.521673,94.104578,6.52,1.408,32.134,73.0,8.6,40.2,0.47,0.05,1.21,1.3,0.032,IoT Sensor,Agency_9,1,Safe,74.0
Williamnagar Village,Meghalaya,2023-10-07,WS_66441,Tube Well,25.376866,96.884294,5.99,83.642,1327.179,2049.0,1.1,142.7,16.39,0.64,1.69,1.13,0.007,IoT Sensor,Agency_7,0,High,181.0
Kohima Rural,Nagaland,2024-03-26,WS_65469,River,28.212142,89.182191,8.13,2.732,35.116,38.0,6.4,32.9,1.8,0.01,1.11,1.03,0.048,Water Testing Kit,Agency_5,1,Safe,
Ukhrul Village,Manipur,2023-07-23,WS_28804,Piped Supply,24.901911,88.030773,8.5,6.781,66.881,67.0,6.4,4.5,2.11,0.049,1.52,0.24,0.031,Water Testing Kit,Agency_5,0,Safe,
Saitual Rural,Mizoram,2023-10-22,WS_63023,Well,23.681064,94.403756,6.82,8.535,18.827,100.0,5.7,17.0,0.44,0.021,1.46,0.4,0.009,Water Testing Kit,Agency_1,0,Safe,170.0
Phek Rural,Nagaland,2023-10-22,WS_84086,Well,23.589385,94.501393,5.5,31.692,968.515,2104.0,1.7,156.3,14.38,1.9,0.46,1.15,0.045,IoT Sensor,Agency_3,0,High,156.0
Baghmara Rural,Meghalaya,2023-10-12,WS_10269,River,25.838319,93.972847,6.34,114.626,1986.145,327.0,1.7,79.0,10.22,1.9,1.88,0.87,0.018,Water Testing Kit,Agency_9,0,High,
Tuensang Village,Nagaland,2023-09-24,WS_76285,Well,27.146203,88.584604,7.83,10.623,10.33,23.0,7.6,43.6,2.2,0.006,1.78,0.63,0.009,Water Testing Kit,Agency_4,0,Safe,120.0
Ziro Village,Arunachal Pradesh,2023-12-28,WS_96464,Piped Supply,25.056662,88.602057,5.63,108.742,2366.155,3662.0,2.3,88.6,12.78,1.17,0.33,0.79,0.016,IoT Sensor,Agency_8,0,High,
Dibrugarh Rural,Assam,2023-04-17,WS_97521,Tube Well,24.515624,91.296676,6.35,5.465,24.69,86.0,6.7,18.5,1.36,0.043,0.77,0.15,0.04,Water Testing Kit,Agency_3,1,Safe,51.0
Tuensang Village,Nagaland,2023-07-26,WS_40474,Well,23.97489,92.957448,6.23,54.24,244.92,3383.0,3.0,84.1,13.21,1.19,0.36,0.31,0.024,Water Testing Kit,Agency_7,0,High,26.0
Kiphire Village,Nagaland,2023-08-30,WS_52421,Pond,23.87926,96.101733,5.3,68.823,1346.421,1825.0,3.4,106.7,13.75,0.35,1.37,1.01,0.007,IoT Sensor,Agency_7,0,High,
Jorethang Rural,Sikkim,2023-03-22,WS_55039,Tube Well,27.597701,92.053834,6.28,4.863,43.271,7.0,5.2,20.9,0.01,0.002,0.96,1.03,0.024,IoT Sensor,Agency_3,1,Safe,100.0
Khowai Village,Tripura,2024-03-05,WS_43364,Well,24.770686,89.601984,6.92,4.64,51.974,67.0,7.7,13.1,1.87,0.011,1.73,0.78,0.035,Water Testing Kit,Agency_9,1,Safe,154.0
Pakyong Village,Sikkim,2023-08-06,WS_55786,Spring,28.731128,89.307305,7.11,5.476,32.529,9.0,7.1,5.1,1.3,0.004,1.55,0.3,0.046,Water Testing Kit,Agency_8,1,Safe,
Mokokchung Rural,Nagaland,2023-09-12,WS_81306,Tube Well,28.884315,94.807364,7.78,2.47,7.12,64.0,8.9,29.1,1.83,0.022,1.99,1.16,0.002,IoT Sensor,Agency_7,1,Safe,156.0
Lunglei Village,Mizoram,2024-01-12,WS_91456,Tube Well,26.932724,92.465974,6.36,4.608,48.213,59.0,8.0,43.3,0.74,0.049,1.09,0.29,0.015,IoT Sensor,Agency_2,1,Safe,191.0
Senapati Rural,Manipur,2023-09-08,WS_13263,Well,26.297128,92.707268,7.22,2.749,10.381,54.0,7.4,19.9,0.04,0.025,0.45,1.01,0.015,IoT Sensor,Agency_8,1,Safe,15.0
Ukhrul Village,Manipur,2024-01-30,WS_33854,Well,24.559975,94.800037,8.31,1.914,15.473,48.0,5.4,3.6,0.91,0.007,1.33,0.15,0.022,Water Testing Kit,Agency_1,1,Safe,35.0
Mokokchung Rural,Nagaland,2023-11-03,WS_63592,Well,24.516159,89.579617,7.84,8.016,35.621,86.0,7.1,31.0,2.77,0.034,0.02,0.12,0.019,Water Testing Kit,Agency_2,0,Safe,109.0
Jorhat Village,Assam,2023-04-10,WS_11062,Well,25.120871,93.577192,7.5,1.958,0.0,9.0,7.8,17.1,1.12,0.035,1.31,0.23,0.04,Water Testing Kit,Agency_4,1,Safe,134.0
Tura Village,Meghalaya,2023-10-26,WS_36129,Piped Supply,28.741929,88.872139,5.93,37.248,2652.459,2965.0,1.4,57.9,22.59,1.72,0.79,0.33,0.041,Water Testing Kit,Agency_1,0,High,
Tawang Rural,Arunachal Pradesh,2023-12-12,WS_33697,Piped Supply,24.017795,94.060425,6.69,1.271,13.167,94.0,5.5,14.4,0.59,0.006,0.68,1.29,0.029,Water Testing Kit,Agency_9,1,Safe,
Khliehriat Village,Meghalaya,2023-07-15,WS_56254,Tube Well,26.519878,96.061292,7.71,4.555,17.257,96.0,6.4,17.1,1.41,0.011,1.23,0.73,0.036,IoT Sensor,Agency_8,1,Safe,176.0
Tezpur Rural,Assam,2024-01-04,WS_66769,Tube Well,28.942626,90.2071,6.56,6.968,5.313,3.0,7.7,11.5,2.6,0.026,0.59,1.1,0.035,Water Testing Kit,Agency_3,0,Safe,106.0
Mokokchung Rural,Nagaland,2023-07-13,WS_37126,Pond,28.858308,95.786611,6.59,9.02,0.0,23.0,7.7,38.4,2.98,0.009,1.77,1.4,0.032,IoT Sensor,Agency_3,0,Safe,
Singtam Village,Sikkim,2023-12-12,WS_72107,Tube Well,24.587361,96.161102,6.11,21.087,989.03,2372.0,2.7,185.6,23.0,1.66,0.31,1.38,0.028,Lab Analysis,Agency_2,0,High,66.0
Udaipur Village,Tripura,2024-01-19,WS_32612,Spring,26.780758,93.344998,8.7,7.178,10.223,26.0,6.7,19.3,1.94,0.029,1.34,0.79,0.022,IoT Sensor,Agency_4,0,Safe,
Lawngtlai Village,Mizoram,2023-11-26,WS_53681,Well,23.333158,95.46135,8.37,6.339,58.295,20.0,8.4,19.3,2.94,0.03,0.59,1.16,0.008,Water Testing Kit,Agency_3,0,Safe,16.0
Tamenglong Rural,Manipur,2024-01-08,WS_52528,Well,28.641074,88.160597,8.5,1.199,50.627,27.0,6.1,24.5,2.78,0.012,0.32,1.46,0.013,Lab Analysis,Agency_8,1,Safe,23.0
Shillong Rural,Meghalaya,2023-12-19,WS_90189,Well,26.181075,89.419305,5.3,23.57,1675.966,1164.0,3.1,176.0,19.83,1.55,0.1,0.61,0.045,Water Testing Kit,Agency_9,0,High,17.0
Baghmara Rural,Meghalaya,2024-02-21,WS_34639,Well,25.21219,94.999182,7.36,8.704,54.497,97.0,5.4,3.6,2.72,0.048,1.54,0.33,0.019,Water Testing Kit,Agency_1,0,Safe,90.0
Tura Village,Meghalaya,2023-04-22,WS_50262,River,24.80356,96.273263,6.54,5.725,49.738,83.0,5.2,31.4,2.39,0.02,0.45,0.92,0.045,Water Testing Kit,Agency_4,0,Safe,
Shillong Rural,Meghalaya,2023-04-06,WS_48819,Spring,24.885064,89.544422,5.3,57.259,2567.171,1607.0,2.7,128.2,11.6,1.42,1.58,0.34,0.037,Water Testing Kit,Agency_9,0,High,
Pasighat Rural,Arunachal Pradesh,2023-12-24,WS_94428,Pond,27.697486,92.697917,5.43,44.464,1145.251,2564.0,3.8,196.6,9.94,0.35,1.87,0.96,0.024,IoT Sensor,Agency_9,0,High,
Ziro Village,Arunachal Pradesh,2023-08-03,WS_15312,River,28.405925,96.963508,7.59,5.961,2.297,71.0,5.4,35.1,2.63,0.016,0.41,0.97,0.01,Lab Analysis,Agency_2,0,Safe,
Barpeta Village,Assam,2023-12-13,WS_48611,Piped Supply,26.89863,94.623844,7.08,3.64,55.932,38.0,7.4,21.0,1.78,0.01,0.57,1.06,0.033,IoT Sensor,Agency_1,1,Safe,
Saitual Rural,Mizoram,2024-02-04,WS_56581,Piped Supply,25.115194,89.526164,5.3,113.4,585.867,4253.0,3.9,162.8,7.08,0.42,1.01,0.01,0.047,IoT Sensor,Agency_8,0,High,
Amarpur Village,Tripura,2023-10-16,WS_72564,River,23.773499,94.468929,5.3,77.302,580.936,2660.0,3.2,105.2,13.22,0.41,0.63,1.16,0.02,Water Testing Kit,Agency_5,0,High,
Kolasib Rural,Mizoram,2023-01-27,WS_76346,River,25.823681,93.785997,6.07,30.061,1195.116,4997.0,1.4,172.3,20.98,0.95,1.93,1.31,0.044,Lab Analysis,Agency_4,0,High,
Tawang Rural,Arunachal Pradesh,2023-10-22,WS_33697,Piped Supply,24.017795,94.060425,6.84,1.305,12.699,94.0,5.5,14.4,0.59,0.006,0.68,1.29,0.029,Water Testing Kit,Agency_9,1,Safe,
Tamenglong Rural,Manipur,2023-06-24,WS_48137,River,25.799651,88.152367,6.49,123.101,1113.696,2595.0,3.9,76.7,10.96,0.91,1.04,0.75,0.021,IoT Sensor,Agency_5,0,High,
Resubelpara Rural,Meghalaya,2023-12-26,WS_50842,Tube Well,28.574848,93.382959,6.9,6.45,57.897,40.0,5.2,5.6,1.15,0.025,0.98,1.11,0.047,IoT Sensor,Agency_1,0,Safe,94.0
Mokokchung Rural,Nagaland,2023-05-07,WS_37126,Pond,28.858308,95.786611,7.1,9.311,0.0,23.0,7.7,38.4,2.98,0.009,1.77,1.4,0.032,IoT Sensor,Agency_3,0,Safe,
Karimganj Village,Assam,2023-03-16,WS_14271,Piped Supply,26.96406,89.579681,6.79,0.9,5.146,47.0,7.9,34.8,2.16,0.046,1.36,0.77,0.018,IoT Sensor,Agency_6,1,Safe,
Jiribam Village,Manipur,2024-03-27,WS_41422,Pond,26.738735,93.607452,6.16,93.133,1466.598,792.0,2.0,58.6,22.96,0.56,1.67,1.04,0.024,Water Testing Kit,Agency_2,0,High,
Thoubal Village,Manipur,2023-05-19,WS_77060,Well,25.857343,95.460306,8.05,1.648,13.992,21.0,8.6,31.5,2.65,0.046,0.66,0.03,0.017,Lab Analysis,Agency_9,1,Safe,79.0
